num,review,po/na
262,무과금으로 얼티밋 하시려고 하는 거면 생각을 다시 해보시는걸 강추합니다,1
264,꿀잼,1
265,24시간 하고 접었었던 게임  초반만 조금 힘들고 중반에 접어들면 꽤 재밌는 게임 ,1
266,이 시스템 상당히 재밌음  구매해보신다면 해당 시드도 플레이 해보시길 권장 ,1
267,끝없는 업데이트로 수명 연장을 하며 영생을 꿈꾸는 게임,1
268,z축이 피곤한 사람들을 위한 마인크래프트,1
269,굳,1
270,갓겜  앞으로도 게임의 사후 지원은 테라리아를 기준으로 생각하게 될 것 같습니다 ,1
271,혼자해도 친구랑해도 재밌는게임 ㅎㅎ,1
272,재미있음,1
273,정말 재미있습니다   정말재미있는데,1
278,뭐랄까     또한번 장점과 단점을 등가교환하는 후속이라고 짧게 말할수 있겠습니다  머드러너와 비교부터 하겠습니다 ,1
279,재밌어보여서 구매했는데 생각이상으로 재밌네요 하지만 사람마다 다를 수 있습니다 ,1
280,오프로드를 할수있고 미션을 클리어 할때의 뿌듯함을 느낄수 있음 ,1
282,일단 이 게임은 상남자처럼 오프로드를 부옼아옼앜앙아  하면서 진행하는 게임이 아니라 앞에 진흙과 물과 눈 등에 '제발 바퀴만 빠지지 말아주세요 ㅠㅠ' 하면서 겸손과 포기와 위험한곳은 돌아가라  라는것들을 배우는 게임임 ,1
285,모드 최고,1
286,최고의 게임 ,1
287,인생 게임,1
288,상점페이지에서는 한글지원 안해준다해놨는데 플레이해보면 한글화 되어있습니다,1
293,그래도 갓겜임,1
294,허접하게생겼는데 막상 접해보면 존나쩌는 고인물의 커마같은게임,1
295,엘더스크롤 이후 나타난 인생겜,1
296,먹는법을 알면 맛있다,1
297,대륙학살자를 꿈꾸며 혼수상태에 빠진 전신불구자의 일장춘몽,1
298,2언제나와 ㅅㅂ  ,1
299,친구랑 같이 시작했다면,1
300,모든 것을 친구에게 먼저 먹이세요,1
301,그러면 당신은 생존할 수 있습니다,1
302,재밌음 이만한 생존겜 찾기 어려움 ,1
304,거머리나 다른건 그냥 꼬운 정도인데 방울뱀 씨~발련은 용서가 안된다,1
305,짱짱 짱 재미써 ,1
308,인디언들이 활만 쓰는게 아닌 여러가지 스킬과 총기 암살까지 가능한것이 좋았다,1
309,아직 맵을 다 돌아보지 않았지만 외곽으로 가면 갈수록 다양한 지형과 다양한 적들 다양한 무기들이 있다고 생각한다 ,1
310,유저간 거래 시스템이 존재하고 그 시스템은 아직 사용은 해보지 않았지만 추후에 멀티가 가능할 것이라고 상상을 한다면 정말 좋을 것이라고 생각한다 ,1
315,여러가지를 부합해서 평점을 내리면 지금 상태에서 이 정도의 가격이면 비쌀지 모르겠지만 추후의 업데이트를 생각해보고 가능성을 본다면 충분한 가격이라고 본다 ,1
317,사운드가 너무 빈약해서 스카이림 브금 트니까 조금 갓겜같지만,1
322,누군가 언급한것처럼 어쌔신크리드3를 했을때 느낌도있지만 고전적 RPG랄가 시뮬레이션같은느낌등이 버무려져있고 저는 개인적으로 재미있는듯 해요  잘 만들어지고 더 즐길거리가 늘고 그랬으면 좋겠네요 ,1
323,만약 멀티를 하고 싶으시다면 제 그룹에 가입하십시오 ,1
324,대한민국에서 유일하게 생존해있는 한국인 멀티플레이 그룹입니다 ,1
325,재미를 추구하는 가장 좋은 방법,1
326,게임의 재미는 제 플탐이 보장합니다 ,1
327,이 게임 때문에 199개의 게임이 사장되고 있습니다 ㅜㅜ,1
328,여전히 재미있는 최고의 전략 시뮬레이션 게임,1
330,조금밖에 안해봤지만 훌륭한 게임이다 ,1
331,어렵긴 하지 재밌게 하고 있는 게임  근데   정말 어렵긴하다  실력이 비슷한분이랑 하면 개꿀쨈 ,1
332,이  ㅣ발 너무 재밌어요 님들 빨리 다운하세요 최고의 게임 와 무대를 뒤집어놓으셨다 56시간 플레이면 솔직히 오래 했다,1
333,겜쉬워요 ,1
335,게임 사기전에는 어려워서 엔딩 못보고 접는거 아닐까 하고 걱정도 하는 마음에 샀지만 보통 난이도까지는 못해먹을 정도는 아니었네요 해가면서 공략 알아내는 것도 재밌고 죽어도 바로바로 리트라이도 가능해서 지루해지지도 않고 결국 엔딩까지 봤네요 재밌어요 끝까지 다 꺠도 생각나서 자꾸 하게되는 게임,1
336,다이스가 섹시해보이기 시작한 시점에서 이미 나는 미쳐버렸음을 인지할 수 있었다 ,1
337,손으로 한땀 한땀 그려서 만든 만화같은 게임 ,1
338,난이도가 어느 정도 있는 편이지만 시간 가는줄 모르고 하는 게임 ,1
339,혼자해도 재밌지만 누군가와 같이 하면 더욱 재밌는 게임 ,1
340,어렸을 적 문득 오락실에서 신나게 게임했을 때가 왜 어렴풋이 생각나는지     추억 ,1
341,애니메이터를 갈아넣은 스프라이트 재즈 등의 사운드트랙 등 20세기 초반의 분위기를 살리기 위한 노력이 보이는 인디게임 ,1
342,이게 진짜 게임이지,1
343,그래픽과 사운드트랙과 동시에 게임성도 뛰어남 ,1
344,인디게임계의 교과서 ,1
345,재밌어서 한글패치 만들었음,1
347,재미있는데 내 실력이 좀 안 좋아서 우승 한 번도 못하암 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
348,친구와 1대 1 하기에 더없이 좋은 게임,1
349,로그라이크처럼 뭔가 갖춰져가는 느낌도 있고 암튼 재밌다 ,1
350,나 좆되면 좋다고 ez 치는 외국인들은 덤,1
351,찐찐막,1
352,가끔 친구랑 한번씩하면 잼씀,1
353,덱메이킹도 중요하지만 사실 피지컬이 더중요함  호밍빼고,1
354,잼씀,1
355,이거 재밌어요  친구가 먼저 하자고 했는데 이젠 내가 먼저 하자고 말하고 있음 ㅎ,1
356,이제 언어에서 한글을 다운로드 하면 한글 지원이 된다    대박,1
359,한글 포기하고 그냥 영어로하니까 맘이편해졌다 ,1
362,조만간 한국 서버에 정식으로 오픈하는 패스오브 엑자일을 플레이 할날을 기다리며  ,1
366,세일가 5달러에 샀었고  예전 데드아일랜드와 90%일치 하기때문에 그냥 재미있게 썰면 된다  고기를   ,1
368,그래픽 하나로 가치가있음 ,1
369,확실하게 좋다 ,1
370,어서 2를 만들라고  ,1
371,?지금 꺼는 최적화와 동시에 그래픽개선에서 매우 좋아진거 같습니다 ,1
372,버그나 크래쉬가 있다고 하는데 픽스 업데이트 해주면 좋겠다만 난 그런 일이 발생한 적이 없기 때문에 추천함,1
373,전작보다 다양한 특수좀비가 있어 마음에 들고 육성요소가 변한 것도 나쁘지 않았다 ,1
374,잔인생존 게임 으로 아주 좋습니다 강추,1
375,2보다 1등장인물이 남,1
377,구관이 명관  거의 10년전 게임이지만 지금도 충분히 즐길 수 있는 게임 ,1
379,좀비 코옵류 게임에서의 베스트 오브 베스트,1
380,페넥여우가 귀여워요,1
381,너무쉬움 꿀잼,1
382,그리고 안무서움 ㄹㅇ로이게임을준친구에게 아주칭찬을해주고싶은게임이네요 ㅡ ,1
383,에너지의 소중함을 알게해주는 게임인데 선풍기는 에너지먹는게 아닌가 계속 돌아간다 ,1
386,트렌드 찾아서 하이에나처럼 도시를 떠돌다 보면 게임 제목을 사이버렉카 라이프로 바꿔야 하나 하는 생각이 든다,1
389,그래도 추천하는 건 옛날 옛적 쿠키샵 스위키랜드 게임 때의 감성을 좋아진 그래픽으로 맛보는 느낌이 든다는 점 ,1
390,하다보면 똥겜을 외칠 수 밖에 없는데 일단 버그가 태산처럼 많음  끼임 대사 멈춤 대사 무한 반복 이벤트 진행 안됨  너무 많으니까 버그 뜨면 어처구니 없어서 웃김 ?,1
391,근데 또 아예 진행을 못할 정도는 아니고 여차저차 하다보면 피해서 지나갈 수 있어서 참을만함 ,1
392,겜 자체는 재밌습니다  한번쯤 해볼만해요   단점은 메인퀘 ,1
393,아주재미있어요 전작은 안사봐서 모르지만 재미있어요 ,1
394,꽤 할만함,1
395,캐릭터들도 귀엽고 게임자체도 크게 어렵지 않고 뭔가 힐링하는느낌이 있어서 좋습니다 ,1
398,한글패치가 나오면좋겠다,1
400,요약 친구랑 하세요 강추,1
401,강추합니다 꼭 하세요,1
402,좋은게임,1
403,친구랑 같이하면 할만한게임,1
404,그리고 난이도도 여러별이여서 연습하기 좋다 ,1
405,각각의 퍼크별로의 능력 등으로 재미나고 밸런스있는 플레이가 가능하다,1
406,레벨 올리기도 그리 힘든과정이 아니여서 신규유저들에게 안성맞춤이다,1
407,어둑칙칙한 그래픽 때문에 손도 안대다가 뒤늦게 참맛을 알고 뛰어든 게임,1
408,좀비 디펜스 게임의 최고봉 다양한 퍽 직업 과 역할의 세분화가 잘 되어있음 한국 서버가 활성화됨 ,1
410,한국서버가 잘되어있음,1
411,어색한 친구들과 친해지기 좋은게임입니다ㅎㅎ 정말 재미있어요  ,1
412,너무 웃기고 재밋었음 ㅎㅎ,1
413,다음에 또 해보는것도 나쁘지 않어~,1
414,사람들이랑 다같이 시작할 때 되게 재밌어요 ,1
415,8명이서 친목도 다지고 주먹도 다지는 일석이조 게임~,1
418,친구가 있으면 갓겜이지만 친구가 없으면 게임 언저리도 아님,1
420,돈이 아깝지 않음,1
421,2인용 협동게임중에 가장 재미있었음,1
422,스토리가 있어서 별로 질리지 않고 끝까지 재밌게 할 수 있음,1
423,2021년 '올해의 게임' 상,1
424,시간을 훅 보내게 해주는 아주 명작입니다  죽기 전에 꼭 플레이 해보실 것 ,1
426,피드백 없이 3시간 플레이했는데 재밌네요,1
427,자잘한 버그가 있긴 한데 플레이에 심각하게 지장이 가는 버그들은 아니라 괜찮은거같습니다 ,1
429,진짜 너무 재밌다     ,1
431,나이스 게임,1
432,재미있는데 멀미약을 꼭 준비하세요 농담아님 ,1
433,삼만 천원아니냐고 물어보면 멀미약값 2천원 추가   ,1
435,인덱컨 완벽지원 아직 튜토리얼이지만 너무 재밌음  어메이징,1
436,튜토리얼 가지고만 1시간 반을 가지고 논게임 ㅋㅋㅋㅋㅋㅋ,1
439,라이엇 게임하다가 이거 하니깐 존온나 힐링 된다,1
440,힐링을 하고싶다 = 쉬움,1
441,약간의 스릴을 더 하고 싶다 = 보통,1
443,쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요,1
444,굿,1
445,사운드 그래픽 스토리 모두 재밌음  시간 날 때 해보시는것을 추천,1
446,평소 온라인 게임하다가 이게임을 하게되었는데 PC와 과금시스템이 범람하는 이 세상에서 단순히 게임은 무엇인가 라고 한번 생각하게끔 만드는 제품이다 ,1
447,다른분들 한번씩 해보시는걸 추천드립니다  후회 안해요 ,1
448,재미 감동 게임성 세가지 다잡은 게임,1
449,좋아진 그래픽 / 좋아진 그래픽 때문에 빛이 많아져서 눈이 아름,1
450,흥겜이다 이게,1
451,기대이상,1
453,친구 있어야 가능한 게임 ,1
454,가끔씩 뇌절 세게 오긴 하는데 재밌음,1
455,음식집이나 카페 알바하는 사람이라면 PTSD 올수도 있음 조심하셈,1
456,재밌어요,1
461,망겜인줄 알았는데 하다보니 ㄱㅊ은듯,1
462,세일할때 스토리만 볼 목적으로 하시면 추천합니다 ,1
463,우선 이 게임을 하시는 제일 중요한 이유가 뭡니까  ,1
464,혼자 캠페인 깨기 친구들이랑 컴까기 재밌음,1
465,일단 짜잘한 그래픽은 파스모보다는 떨어지지만 세부적인 디테일은 더 뛰어납니다 ,1
466,이 게임은 최종적인 목표가 귀신 퇴치이고 귀신은 각자 특징이 있어 겉모습으로 구별이 가능합니다 ,1
467,귀신이 주는 증거로 퇴치 방법이 나오는데 이 모든것을 다 수행하면됩니다 ,1
468,아직 한글패치가 없으니 그때까지 유용하게 쓰시길 바랄게요 ,1
473,처음에 자극적인 맛은 좋았지만 다시 남은 음식 먹으려고 보니 처음 맛은 아닌 느낌이에요  비추천할 정도는 아니지만 저부터 엔딩을 못 보고 런하는 입장이라 불합리한 상황도 헤쳐나갈 수 있는 손가락과 의지가 있는 분들 한정으로 추천합니다 ,1
474,플탐이 짧아서 아쉽지만 재미 있읍니다 ,1
475,플탐만 좀 더 길었으면 좋았을 게임,1
476,보스가 너무 싱거운 놈들만 나왔다면 이 게임을 추천합니다 망자님들,1
477,타이탄 소울같은 극한의 공략은 아니고 스킬 우겨넣기 반 패턴 공략 반정도 느낌입니다 ,1
482,버그투성이 똥망갬에서 할만한 게임이 되었다 ,1
486,소규모 컨트롤 위주 전략 시뮬레이션의 진수를 느낄 수 있는 명작중의 명작,1
487,그래픽 좋은건 덤이고 밸런스도 6종족이나 나오는것 치곤 준수한 편이다,1
488,빅토리 포인트나 자원 개념도 기존의 전략 게임의 틀을 벗어난 참신함 이 있음,1
489,재미있음 더이상 말이 필요한가요?,1
490,조난잼써,1
491,너무 귀여운 도트 인디게임,1
492,사도 후회는 안할 듯 합니다 ,1
493,아 주 재 밌 다,1
495,재미 있습니다 ,1
496,발매되자마자 사는데 한글화가 아니어서 아쉽네요 빨리 정식 한글화좀 해주세요 개발자님 ,1
497,아버지가 좋아하시네요,1
499,좆같은 게임이다 하지만 계속하게된다,1
500,지금 안사면 관 들어가기 전까지 후회합니다   당장 시작하세요   이번 정식 업데이트로 갓겜 중의 갓겜이 되었습니다  ,1
20,은근 중독된다,1
21,생각보다 더 재밌는 듯,1
22,세일할 때 아니면 좀 아깝지만 해볼만하다,1
25,존나재밌다,1
29,세일해서 삼 재미는 있다,1
32,존잼,1
33,개존잼 ㅅㅂ,1
35,힐링갓겜,1
36,켜기 전에 일정을 비워두세요,1
38,농사하는 게임인데 전설물고기 잡고싶어서 낚시스킬만 주구장창 올려서 다른스킬 이제 중간렙일때 낚시만 풀,1
39,개재밌음 꼭 리텍 껴서 하셈 애들 얼굴 보는 재미 쏠쏠하고 둘이 하면 더 재미있음 튤립 키워서 주는 거 낭만임bb,1
40,각 잡고 하면 피곤한데 느슨하게 하면 힐링되네요 ,1
41,시간 ㅈㄴ 빨리감 ㅇㅇ 조심하십쇼,1
42,최고의 노동 게임   힐링물이라고 하지만 돈 벌고 그 짜릿함을 느끼는 게 좋은 저는 항상 노동을 하며 많은 돈을 벌고 있습니다,1
43,게임 안 좋아하는 사람도 즐겁게 하기 ㅆㄱㄴ,1
44,최고의게임,1
47,극악무도한 난이도 그렇지만 재미 하나는 보장한다,1
49,힐링된다 ㅜㅜ,1
50,이게 게임이지,1
51,킬링타임용으로 좋음,1
52,재밌다,1
57,모몬지튜브 실황보고 따라 샀는데 혼자하니까 많이재밌지는않고 영양가없는 전투가 많아서 약간쳐지는느낌있음 근데 그래픽 이쁘고 플탐 적당히 짧아서 엔딩봤다 심심풀이로 적당함 ,1
60,재밌는데 판정이 너무 넓어서 허벌겜이다 근데 노래 수가 많은건 마음에 든다,1
62,레벨업 하는데 레벨 사이에 필요한 경험치가 너무 많아서 게임이 질린다 대신 룩딸하기가 좋다 ,1
63,진짜 최적화도병신 스토리도 후반가면 병신되는 병신게임임 근데 난 999시간 하긴함 8회차갈거임,1
68,좋은데 로테가 너무 천천히 돌아서 질린다,1
70,게임 재밌는데 플탐이 너무 짧아요,1
72,개발자님 너무너무재미있는게임 만들어주셔서 감사합니다 그런데 건의사항이 몇가지있습니다 레전더리나이트드레곤이 나오는 던전을 80번넘게갔는데 드레곤은 안나오고 광고만봐요 그리고 드래곤을쓰디듬을수있읐으면좋겠어요  감사합니다 ),1
73,여러분 스포죄송한데 남주 루카스 고르지마세요ㅋㅋ 진짜 통수지림 ,1
75,이게 인디게임이라니,1
77,개발자 천재임,1
78,와 내 인생게임,1
79,진짜 친구들한테 다 추천하고 다니는데 이 게임 다들 그래픽때문에 안하더라 그래픽만 빼면 완벽한 게임,1
80,레전드다 진짜 이건,1
83,npc가 잘생겼음,1
84,힐링용으로 하기 좋다,1
86,소재가 조금 취향타긴 하는데 나는 재밌음,1
89,최고의 게임,1
90,올해 내가 했던 게임 중에 제일 감동적이다,1
91,엔딩이 인상 깊고 좋았음 단점은 플탐이 좀 짧다,1
92,감사합니다,1
93,재미있어요   잔잔하고 평화롭습니다  힐링게임 좋아하시는 분들께 추천드립니다 ,1
94,단순히 힐링하면서 지내기 적절한 게임,1
95,친구들과 함께하면 더욱더 재미있다,1
96,현재 388시간 플레이ㅎ,1
97,사고나서 한창 하다가 이후에는 소소하게 하고있습니다  브금이고 스토리고 힐링되고 좋아요  ,1
102,처음은 진짜 모르는데 하다보면 갓겜임,1
103,굿,1
104,재밌음,1
105,재밌다,1
106,재밋다,1
107,존잼,1
108,존나잼씀,1
109,줜나젬따,1
111,아내와 둘이서 하기 딱,1
112,분위기 센스 재미 몰입도 모두 추천    ,1
113,유저 풀만 빼면 좋다,1
114,익숙해질때까지 무조건 고수끼고해야함,1
115,원래 멀티게임은 친구랑 해야 재밌는거임  ,1
116,뉴비 입문하기 굉장히 어렵습니다  누가 자세히 만든것도아니고 뭐가 좋은지 추천받아봐야 받아도 자신에게 안맞는 캐릭터면 재미도 못느끼고 매 새판마다 랜덤이지만 어느정도 쉬워야하는데 그런거 없습니다 ,1
121,와 진짜 꿀잼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사자마자 친구랑 11시간 안쉬고 해버렸습니다  시간가는줄 모릅니다,1
123,대리석이 나무에서 자란다는걸 이 게임에서 처음 배움  친구들이랑 하면 완전 재미있음  물론 친구는 DLC로 팔지 않음,1
124,재밌습니다 즐길요소들도 많고 단점이라고는 게임을 플레이하는 방법을 안알려줍니다  그래서 검색할게 너무 많지만 찾아가면서 더 재밌는것 같기도 합니다 추천합니다 후회는 절대로 안합니다 ,1
125,친구랑 같이해도 재밌고 싱글보다 5000원더 비싼데 싱글보다 헐신좋고 혼자해도 재밌어요,1
126,ㄹㅇ 갓겜ㅁㅁ 첨에 친구가 추천해서 한다음에 1시간동안은 개노잼ㅁ 이러면서 했는 데 하다보니까 그냥 존ㄴㄴ잼ㅁㅁ 존ㄴ 갓ㅅ 겜인듯 너무 조아  ,1
127,친구새끼랑하면 개재밌음,1
128,근데 친구안하면 나도 안하게됨,1
130,시간있을때 하면 쫄깃함,1
131,매 달 나의 지갑을 털어가는 망겜 ,1
139,절대 추천,1
141,블리자드에서 처음 접했습니다 포세이큰 까지 사고 즐겼죠,1
142,정말 재밌는 스토리 게임이다 생각이 들었어요,1
145,이 게임 사면 흑우임,1
149,노멀은 우리 할아버지도 한손으로 깨는수준이고 하드모드는물론이고 헬모드도 발로 해도 깨겠음 내가 겜 잘하는 사람이 아닌데 난이도 조절좀    ,1
152,눈 떠봤더니 수호자가 되었고 다시 눈을 깜빡이니 1628시간 이더라 어우 빛손실 난다 데가 하러감,1
153,이제 막 시작하는데   아직도 시스템을 잘 모르겠네용,1
156,총든 RPG중엔 가장 재밌긴한데,1
163,첨에 찍먹만 할려했는데요 네 아니었어요 어느순간 300시간이 찍혀있더라구요 그만큼 재미있지만 서버가 살짝 아쉽울 따름이다,1
167,어제 막 시작했는데 재밌음 ,1
168,격납고에 있는 케이드라는 엔피씨가 마음에 들더라 ,1
169,아  하는 행동거지는 밉상인데 자꾸생각나는 그런 애야      ,1
170,근대 내돈 내고 산 게임 왜 니들맘데로 삭제하냐 ,1
183,불친절하지만   여럿이서 해도 재밌고 혼자해도 나름 재밌다   하다보면 왜 하고있는지 모르지만 안하면 섭섭한 느낌의 게임  ,1
185,내 여름을 불태웠고 한 학기를 불태워버린 게임,1
186,무료긴 한데 유료 컨텐츠가 많음 근데 일단 사고 보면 재밌음,1
187,장비 파밍하는 맛이나 애들 잡는 맛이 좋음 ,1
188,그래픽 자체가 좋은 건 아니지만 맵 디자인 및 연출이 수려함 ,1
190,하지만 매 시즌마다 비싼 돈을 주고 구매를 해줘야 할 수 있는 컨텐츠가 늘어남 ,1
195,시작한지 얼마 안된 뉴비는 호기심에 대책없이 들어갔다가 죽지도 않는 몹들한테 대가리 깨짐 ,1
197,그래도   재미는 있으니까 가볍게 추천드립니다 ,1
198,가볍게 하기 좋아요,1
199,번 돈을 전부 다 수리비에 꼴아박는데 정상인가요??,1
200,힐링게임 간혹 졸음운전에 무서움을 보여줌   ,1
201,난 이 게임에 진심이다 ,1
202,게임 결제하자마자 플레이 해보지도 않고 휠도 샀다 ,1
203,음악 들으면서 밤에 고속도로 운전하는건 진짜 힐링이다 ,1
206,멀티로 하면 더 재밌다 ,1
208,멀티에서 억까 사고도 많이 나는데 나한테만 안나면 재밌음,1
209,그래서 고의트롤러 때문에 블랙박스처럼 녹화프로그램 깔았음 ,1
210,근데 신고는 커녕 그냥 재밌는 클립 뽑기로 쓰는중,1
211,운전 졸잼인데   재밌는 있는데,1
227,오랜만에 스팀목록 뒤지다 보이길래 플레이하다보니 지난 2주간 플레이타임 70시간,1
228,이과겜같이 생겼는데 이과적인 요소는 거의없고 문과적인 감성이 터지는 게임  다양한 광물로 진보된 미래기술을 이용해보세요  ,1
229,재밌는데 같이 할 사람이 없어,1
230,친구 있으면 정말 말도안되게 재밌음,1
231,개재밌다진짜,1
232,물론 갓겜이라 혼자해도 ㅈㄴ재밌음,1
233,ㄹㅇ개재밌다,1
234,한줄요약   개적화 그런데 재밌어     장난해?,1
235,최적화 잘된듯,1
236,패치가 살렸다,1
239,퇴근하고 이거 하는 맛에 산다,1
246,이걸 하는 내 인생이 레전드,1
247,그냥 좀비 아포칼립스게임중 최고인듯하네요,1
252,한줄요약  개갓겜,1
253,너무 재밌다 꼭해요   ,1
254,좀비가 나오는 오픈월드 생존게임 중에서는 데이즈 뒤를 잇는다고 볼 수 있다 ,1
256,버그가 난무하지만 모두와 함게하기(놀리기) 좋은게임,1
257,욕하면서도 하는 게임,1
258,파밍하는맛이 있음,1
259,건축하는맛이 있음,1
260,사냥하는맛이 있음,1
295,재미는 있다,1
296,패치가 아쉽지만 재밌다,1
