379,좀비 코옵류 게임에서의 베스트 오브 베스트,1
380,페넥여우가 귀여워요,1
381,너무쉬움 꿀잼,1
382,그리고 안무서움 ㄹㅇ로이게임을준친구에게 아주칭찬을해주고싶은게임이네요 ㅡ ,1
383,에너지의 소중함을 알게해주는 게임인데 선풍기는 에너지먹는게 아닌가 계속 돌아간다 ,1
384,목적성을 잃어버림   ,0
385,옛날에 엄마 등짝 스매시 맞아가면서 공부하면서 영상찍고 돈벌어서 룸메 고용하고 부려먹고 이러던 재미가 없음,0
386,트렌드 찾아서 하이에나처럼 도시를 떠돌다 보면 게임 제목을 사이버렉카 라이프로 바꿔야 하나 하는 생각이 든다,1
387,개발자님들아 전작 유튜브 라이프1 을 어떻게 보셨으면 갓겜에서 똥겜으로 변할 수가 있나요?,0
388,극 초반에 아 노잼ㅋㅋ했다가 이 고비만 넘기면 할만해짐  그리고 겨울 올 때쯤 다시 지루해짐 ,0
389,그래도 추천하는 건 옛날 옛적 쿠키샵 스위키랜드 게임 때의 감성을 좋아진 그래픽으로 맛보는 느낌이 든다는 점 ,1
390,하다보면 똥겜을 외칠 수 밖에 없는데 일단 버그가 태산처럼 많음  끼임 대사 멈춤 대사 무한 반복 이벤트 진행 안됨  너무 많으니까 버그 뜨면 어처구니 없어서 웃김 ?,1
391,근데 또 아예 진행을 못할 정도는 아니고 여차저차 하다보면 피해서 지나갈 수 있어서 참을만함 ,1
392,겜 자체는 재밌습니다  한번쯤 해볼만해요   단점은 메인퀘 ,1
393,아주재미있어요 전작은 안사봐서 모르지만 재미있어요 ,1
394,꽤 할만함,1
395,캐릭터들도 귀엽고 게임자체도 크게 어렵지 않고 뭔가 힐링하는느낌이 있어서 좋습니다 ,1
396,꽤나 많은 버그와 아직 미비한 번역상태가 유저들을 지속적으로 괴롭힐 것이며,0
397,여기에 엔딩 내용까지 잘 버무리면 희귀의 망겜이 따로 없을테니 되도록 많은 사람들이 꼭 해보길 바란다 ,0
398,한글패치가 나오면좋겠다,1
399,언어장벽이있다,0
400,요약 친구랑 하세요 강추,1
401,강추합니다 꼭 하세요,1
402,좋은게임,1
403,친구랑 같이하면 할만한게임,1
404,그리고 난이도도 여러별이여서 연습하기 좋다 ,1
405,각각의 퍼크별로의 능력 등으로 재미나고 밸런스있는 플레이가 가능하다,1
406,레벨 올리기도 그리 힘든과정이 아니여서 신규유저들에게 안성맞춤이다,1
407,어둑칙칙한 그래픽 때문에 손도 안대다가 뒤늦게 참맛을 알고 뛰어든 게임,1
408,좀비 디펜스 게임의 최고봉 다양한 퍽 직업 과 역할의 세분화가 잘 되어있음 한국 서버가 활성화됨 ,1
409,비매너 유저가 좀 많음 처음에 적응 못하면 라딸용 게임이 될 가능성이 높음 괜시리 비싸면서 효용성 별로 없는 DLC들 고난이도로 갈수록 초보유저는 하기가 힘듬 ,0
410,한국서버가 잘되어있음,1
411,어색한 친구들과 친해지기 좋은게임입니다ㅎㅎ 정말 재미있어요  ,1
412,너무 웃기고 재밋었음 ㅎㅎ,1
413,다음에 또 해보는것도 나쁘지 않어~,1
414,사람들이랑 다같이 시작할 때 되게 재밌어요 ,1
415,8명이서 친목도 다지고 주먹도 다지는 일석이조 게임~,1
416,이거 하고 지인들이랑 손절했습니다  충 격 실 화 ,0
417,ㅋㅋ 친한 사람들이랑 해보세요 이거하고 현실에서 만날뻔 했습니다  ㅣ발,0
418,친구가 있으면 갓겜이지만 친구가 없으면 게임 언저리도 아님,1
419,38퍼의 세일에 이끌려 게임을 샀다 그러나 게임을 할 수가 없다          ㅠ ㅠ,0
420,돈이 아깝지 않음,1
421,2인용 협동게임중에 가장 재미있었음,1
422,스토리가 있어서 별로 질리지 않고 끝까지 재밌게 할 수 있음,1
423,2021년 '올해의 게임' 상,1
424,시간을 훅 보내게 해주는 아주 명작입니다  죽기 전에 꼭 플레이 해보실 것 ,1
425,한글화 미지원,0
426,피드백 없이 3시간 플레이했는데 재밌네요,1
427,자잘한 버그가 있긴 한데 플레이에 심각하게 지장이 가는 버그들은 아니라 괜찮은거같습니다 ,1
428,지장이 있네? 3시간동안 한거 세이브 날라갔읍니다  ,0
429,진짜 너무 재밌다     ,1
430,이번 패치 이후로 그냥 조옷나 튕김,0
431,나이스 게임,1
432,재미있는데 멀미약을 꼭 준비하세요 농담아님 ,1
433,삼만 천원아니냐고 물어보면 멀미약값 2천원 추가   ,1
434,멀미는 심하니 멀미약을 챙기세요,0
435,인덱컨 완벽지원 아직 튜토리얼이지만 너무 재밌음  어메이징,1
436,튜토리얼 가지고만 1시간 반을 가지고 논게임 ㅋㅋㅋㅋㅋㅋ,1
437,날 분노하게만들어,0
438,알릭스는 무난하게 다 깻는데 이건 정말 멀미 때문에 못하겠다   ,0
439,라이엇 게임하다가 이거 하니깐 존온나 힐링 된다,1
440,힐링을 하고싶다 = 쉬움,1
441,약간의 스릴을 더 하고 싶다 = 보통,1
442,내 손가락에 자신이 있다 = 어려움,0
443,쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요 제발 쉬움하세요,1
444,굿,1
445,사운드 그래픽 스토리 모두 재밌음  시간 날 때 해보시는것을 추천,1
446,평소 온라인 게임하다가 이게임을 하게되었는데 PC와 과금시스템이 범람하는 이 세상에서 단순히 게임은 무엇인가 라고 한번 생각하게끔 만드는 제품이다 ,1
447,다른분들 한번씩 해보시는걸 추천드립니다  후회 안해요 ,1
448,재미 감동 게임성 세가지 다잡은 게임,1
449,좋아진 그래픽 / 좋아진 그래픽 때문에 빛이 많아져서 눈이 아름,1
450,흥겜이다 이게,1
451,기대이상,1
452,근데 좀 비싼것같네  ㅎㅎ  쿡드 is 뭔들   ,0
453,친구 있어야 가능한 게임 ,1
454,가끔씩 뇌절 세게 오긴 하는데 재밌음,1
455,음식집이나 카페 알바하는 사람이라면 PTSD 올수도 있음 조심하셈,1
456,재밌어요,1
457,솔직히 재미는있는데 가격도 비싸고 렉도 많이 걸림,0
458,아직은 게임이라고 할 수준도 되지 못하는 듯 함,0
459,세일해서 샀는데 게임을 도저히 진행할 수가 없어서 환불을 받음 ,0
460,추후에 더 패치가 있어야 하겠지만,0
461,망겜인줄 알았는데 하다보니 ㄱㅊ은듯,1
462,세일할때 스토리만 볼 목적으로 하시면 추천합니다 ,1
463,우선 이 게임을 하시는 제일 중요한 이유가 뭡니까  ,1
464,혼자 캠페인 깨기 친구들이랑 컴까기 재밌음,1
465,일단 짜잘한 그래픽은 파스모보다는 떨어지지만 세부적인 디테일은 더 뛰어납니다 ,1
466,이 게임은 최종적인 목표가 귀신 퇴치이고 귀신은 각자 특징이 있어 겉모습으로 구별이 가능합니다 ,1
467,귀신이 주는 증거로 퇴치 방법이 나오는데 이 모든것을 다 수행하면됩니다 ,1
468,아직 한글패치가 없으니 그때까지 유용하게 쓰시길 바랄게요 ,1
469,게임 실행을 했는데 로딩후 까만화면에서 안넘어감    버그인지뭔지  ,0
470,그리고 가급적이면 인터페이스라도 한글 추가해줫으면  ,0
471,존나 무섭네 시팔,0
472,첫 플레이 이후 다소 부정적인 코멘트를 추가합니다  위 평가와 아래 영상의 플레이를 하고 난 후 약 1주일 만에 다시 손 댔는데 오기가 생기는 재미는 분명히 있지만 타격과 피격 피드백이 명확하지 않고 차지 액션이 강제되는 게 엄청 스트레스로 느껴지더라고요 ,0
473,처음에 자극적인 맛은 좋았지만 다시 남은 음식 먹으려고 보니 처음 맛은 아닌 느낌이에요  비추천할 정도는 아니지만 저부터 엔딩을 못 보고 런하는 입장이라 불합리한 상황도 헤쳐나갈 수 있는 손가락과 의지가 있는 분들 한정으로 추천합니다 ,1
474,플탐이 짧아서 아쉽지만 재미 있읍니다 ,1
475,플탐만 좀 더 길었으면 좋았을 게임,1
476,보스가 너무 싱거운 놈들만 나왔다면 이 게임을 추천합니다 망자님들,1
477,타이탄 소울같은 극한의 공략은 아니고 스킬 우겨넣기 반 패턴 공략 반정도 느낌입니다 ,1
478,추천하지 않는다 ,0
479,?개발자가 편하게 플레이어의 도전 의식을 불러일으켜 보겠다는 것이 느껴진다 ,0
480,미묘함   뭔가 합리적으로 피하고 합리적으로 때린다는 느낌이 없음 그냥 어떤 보스를 만나도 딜로 찍어누르기 위한 컨트롤만 하는 기분,0
481,튜터리얼은 한글화가 어느정도 직역이 섞여있고 튜터리얼의 UI직관성이 아직 떨어지는 편이라 완료하는데 어려움이 있을수 있습니다 ,0
482,버그투성이 똥망갬에서 할만한 게임이 되었다 ,1
483,아무리 소리를 안내도 ㅈ같은 구축함들은 핵을 써서라도 찾는다 씨발,0
484,십새키들아 동해를 일본해로 표기해서 환불할게 개새키들아,0
485,사운드버그극혐,0
486,소규모 컨트롤 위주 전략 시뮬레이션의 진수를 느낄 수 있는 명작중의 명작,1
487,그래픽 좋은건 덤이고 밸런스도 6종족이나 나오는것 치곤 준수한 편이다,1
488,빅토리 포인트나 자원 개념도 기존의 전략 게임의 틀을 벗어난 참신함 이 있음,1
489,재미있음 더이상 말이 필요한가요?,1
490,조난잼써,1
491,너무 귀여운 도트 인디게임,1
492,사도 후회는 안할 듯 합니다 ,1
493,아 주 재 밌 다,1
494,게임 볼륨에 비해선 좀 비싼감이 없지 않다,0
495,재미 있습니다 ,1
496,발매되자마자 사는데 한글화가 아니어서 아쉽네요 빨리 정식 한글화좀 해주세요 개발자님 ,1
497,아버지가 좋아하시네요,1
498,똥겜은 아닌데 똥같음,0
499,좆같은 게임이다 하지만 계속하게된다,1
500,지금 안사면 관 들어가기 전까지 후회합니다   당장 시작하세요   이번 정식 업데이트로 갓겜 중의 갓겜이 되었습니다  ,1
